"Key";"Type";"Desc";"English";"Українська [uk]"
"Story/Varuna/Voiceline/Grabber5_2";"Text";"";"Maybe I miss company a bit too. The man climbed high up into the crane with a satellite dish.";"Maybe I miss company a bit too. The man climbed high up into the crane with a satellite dish."
"Story/Varuna/Voiceline/Grabber5_3";"Text";"";"He called out on his little radio for ‘Astrid’. It looked… unsuccessful.";"He called out on his little radio for ‘Astrid’. It looked… unsuccessful."
"Story/Varuna/Voiceline/Grabber5_4";"Text";"";"I might have… stolen one of his dolls. ‘Miranda’ is her name.";"I might have… stolen one of his dolls. ‘Miranda’ is her name."
"Story/Varuna/Voiceline/Grabber5_5";"Text";"";" The man left an hour ago, after freaking out all day over it! Ha! So many strange people these days.";" The man left an hour ago, after freaking out all day over it! Ha! So many strange people these days."
"Story/Varuna/Voiceline/Grabber6_1";"Text";"";"I would be bored these days, if the ‘motherlode’ wasn’t on the forefront of my mind.";"I would be bored these days, if the ‘motherlode’ wasn’t on the forefront of my mind."
"Story/Varuna/Voiceline/Grabber6_2";"Text";"";"The water stole it from me. I should’ve acted sooner. ";"The water stole it from me. I should’ve acted sooner. "
"Story/Varuna/Voiceline/Grabber6_3";"Text";"";"Now there’s trouble in the way. It’s risky to deal with, but it might be worth it. The thought gnaws at me.";"Now there’s trouble in the way. It’s risky to deal with, but it might be worth it. The thought gnaws at me."
"Story/Varuna/Voiceline/Grabber6_4";"Text";"";"But it’s just one shark. How hard could it be?";"But it’s just one shark. How hard could it be?"
"Story/Vasagatan/HannesLetter1";"Text";"";"I heard from the captain we’re heading for one of the high-rises down south. I can only hope you come to your senses and follow us.

You knew the city was a failure, Ruben. Why do you always have to be so stubborn? 
~Hanne";"I heard from the captain we’re heading for one of the high-rises down south. I can only hope you come to your senses and follow us.

You knew the city was a failure, Ruben. Why do you always have to be so stubborn? 
~Hanne"
"Story/Vasagatan/HannesLetter2";"Text";"";"Ruben,

The yacht is ill prepared for this journey. Olof left space for a dance floor, but no space for supplies. The bottles sure found their way to the bar. As a military man I thought Olof would at the very least be practical. Yet they’re all treating it like a luxury cruise.

I’m sorry, Ruben. I shouldn't have left.
~Hanne";"Ruben,

The yacht is ill prepared for this journey. Olof left space for a dance floor, but no space for supplies. The bottles sure found their way to the bar. As a military man I thought Olof would at the very least be practical. Yet they’re all treating it like a luxury cruise.

I’m sorry, Ruben. I shouldn't have left.
~Hanne"
"Story/Vasagatan/HannesLetter3";"Text";"";"I saw a large rat last night… Unnervingly large. I tried telling the crew we obviously have an infestation among the locked down supplies. They laughed at me.

I miss you, Ruben.
~Hanne";"I saw a large rat last night… Unnervingly large. I tried telling the crew we obviously have an infestation among the locked down supplies. They laughed at me.

I miss you, Ruben.
~Hanne"
"Story/Vasagatan/MagazineClipping1";"Text";"";"calling the cost of the project’s realization “borderline criminal” and its scope “outrageous, at least”. Despite vocal opposition, the Floating Cities Project does not appear to be slowing down anytime soon. According to former General Olof Wilkstrom’s latest statement on the issue:

“We are fully aware of the strain this puts on our people. Nevertheless, our options are becoming increasingly limited. We must pull through this together or join Stockholm beneath the waves.”";"calling the cost of the project’s realization “borderline criminal” and its scope “outrageous, at least”. Despite vocal opposition, the Floating Cities Project does not appear to be slowing down anytime soon. According to former General Olof Wilkstrom’s latest statement on the issue:

“We are fully aware of the strain this puts on our people. Nevertheless, our options are becoming increasingly limited. We must pull through this together or join Stockholm beneath the waves.”"
"Story/Vasagatan/MagazineClipping2";"Text";"";"""We must pull through this together or join Stockholm beneath the waves.""";"""We must pull through this together or join Stockholm beneath the waves."""
"Story/Vasagatan/MagazineClipping3";"Text";"";"Wilkstrom refused to comment on the rumors regarding the modification of his personal yacht. When further asked about the Floating City Project’s whistle blowers, Olof Wilkstrom chose to terminate the interview. Reaching out to these anonymous sources we were able to further corroborate -";"Wilkstrom refused to comment on the rumors regarding the modification of his personal yacht. When further asked about the Floating City Project’s whistle blowers, Olof Wilkstrom chose to terminate the interview. Reaching out to these anonymous sources we were able to further corroborate -"
"Story/Vasagatan/MagazineClippingFactbox";"Text";"";"Factbox";"Factbox"
"Story/Vasagatan/MagazineClippingTitle";"Text";"";"CITIES IN THE BLUE";"CITIES IN THE BLUE"
"Story/Vasagatan/OlofsLog1";"Text";"";"The captain keeps complaining about my route. If he does it again he will be reprimanded. 

The crew doesn’t listen to orders. I’m shocked by their undisciplined nature. Somehow they believe rank and prestige disappeared with solid land. No, they will not be allowed to mingle among my esteemed guests. And they will certainly not be allowed further rations. 

They should be grateful. I am the only reason they are alive.
~Olof Wilkstrom";"The captain keeps complaining about my route. If he does it again he will be reprimanded. 

The crew doesn’t listen to orders. I’m shocked by their undisciplined nature. Somehow they believe rank and prestige disappeared with solid land. No, they will not be allowed to mingle among my esteemed guests. And they will certainly not be allowed further rations. 

They should be grateful. I am the only reason they are alive.
~Olof Wilkstrom"
"Story/Vasagatan/OlofsLog2";"Text";"";"As I’ve suspected the crew is completely incompetent. Now they’re claiming RATS have eaten half of our supplies in a matter of weeks. I promised them increased rations if they could bring me one of these ridiculous ‘lurkers’ alive.

Of course, the food shortage will need to be handled. Tonight we’re discussing which staff members are most suitable for termination.
~Olof Wilkstrom";"As I’ve suspected the crew is completely incompetent. Now they’re claiming RATS have eaten half of our supplies in a matter of weeks. I promised them increased rations if they could bring me one of these ridiculous ‘lurkers’ alive.

Of course, the food shortage will need to be handled. Tonight we’re discussing which staff members are most suitable for termination.
~Olof Wilkstrom"
"Story/Vasagatan/OlofsLog3";"Text";"";"These ‘lurkers’ have potential. They were clearly once rats, now grown into something much more rabid. Yet also smarter.

I’ve already made progress on their training. With food and pain as incentives I can discipline them. And by sharing their blood the mutations increase. I wonder if another species would react the same? I’ve received a transmission from a place called Caravan Town not far from here.

They have an active animal population. No longer do I need this make-shift crew. I will create true soldiers. Loyal soldiers.
~Olof Wilkstrom";"These ‘lurkers’ have potential. They were clearly once rats, now grown into something much more rabid. Yet also smarter.

I’ve already made progress on their training. With food and pain as incentives I can discipline them. And by sharing their blood the mutations increase. I wonder if another species would react the same? I’ve received a transmission from a place called Caravan Town not far from here.

They have an active animal population. No longer do I need this make-shift crew. I will create true soldiers. Loyal soldiers.
~Olof Wilkstrom"
"Story/Vasagatan/Recording1";"Text";"";"(Transcribed)
(Hanne) - “But what does that mean? You can’t just fire them. We’re out at sea!”
(Olof) - “Hanne, you were brought to keep the engines running. That is what you-” 
(Lurker) - *Rabid noises.*
(Hanne) - “That’s one of those damn rats! What are you doing to it?”
(Olof) - “Get out. Do your job.”";"(Transcribed)
(Hanne) - “But what does that mean? You can’t just fire them. We’re out at sea!”
(Olof) - “Hanne, you were brought to keep the engines running. That is what you-” 
(Lurker) - *Rabid noises.*
(Hanne) - “That’s one of those damn rats! What are you doing to it?”
(Olof) - “Get out. Do your job.”"
"Story/Vasagatan/Recording2";"Text";"";"(Transcribed)
(Captain) - *Knocking* “Wilkstrom, it’s urgent. There’s mist now. We don’t know how far the water’s risen. The maps are useless. We need to-”
(Olof) - “The crew are planning a mutiny, Captain. It is time to act.”
(Captain) - “A mutiny? They’re just trying to stay alive, I- Are you mad?”
(Olof) - “I gave you a chance to live. Now we have to protect ourselves from the masses. We will use the ‘lurkers’ to our advantage.”";"(Transcribed)
(Captain) - *Knocking* “Wilkstrom, it’s urgent. There’s mist now. We don’t know how far the water’s risen. The maps are useless. We need to-”
(Olof) - “The crew are planning a mutiny, Captain. It is time to act.”
(Captain) - “A mutiny? They’re just trying to stay alive, I- Are you mad?”
(Olof) - “I gave you a chance to live. Now we have to protect ourselves from the masses. We will use the ‘lurkers’ to our advantage.”"
"Story/Vasagatan/Recording3";"Text";"";"(Transcribed)
[The ship’s hull grinding against solid rock.]
(Captain) - “Get to the lifeboats! Hurry!”
(Hanne) - “Olof! You coward!”
(Lurker) - *Aggressive snarl.*
(Captain) - “Watch out!”
[Distorted screams are heard before the tape cuts off.]";"(Transcribed)
[The ship’s hull grinding against solid rock.]
(Captain) - “Get to the lifeboats! Hurry!”
(Hanne) - “Olof! You coward!”
(Lurker) - *Aggressive snarl.*
(Captain) - “Watch out!”
[Distorted screams are heard before the tape cuts off.]"
"Story/Vasagatan/Voiceline/HannesLetter1_1";"Text";"";"I heard from the captain we’re heading for one of the high-rises down south.";"I heard from the captain we’re heading for one of the high-rises down south."
"Story/Vasagatan/Voiceline/HannesLetter1_2";"Text";"";"I can only hope you come to your senses and follow us. You knew the city was a failure, Ruben.";"I can only hope you come to your senses and follow us. You knew the city was a failure, Ruben."
"Story/Vasagatan/Voiceline/HannesLetter1_3";"Text";"";"Why do you always have to be so stubborn? ";"Why do you always have to be so stubborn? "
"Story/Vasagatan/Voiceline/HannesLetter2_1";"Text";"";"Ruben, The yacht is ill prepared for this journey.";"Ruben, The yacht is ill prepared for this journey."
"Story/Vasagatan/Voiceline/HannesLetter2_2";"Text";"";"Olof left space for a dance floor, but no space for supplies. ";"Olof left space for a dance floor, but no space for supplies. "
"Story/Vasagatan/Voiceline/HannesLetter2_3";"Text";"";"The bottles sure found their way to the bar. ";"The bottles sure found their way to the bar. "
"Story/Vasagatan/Voiceline/HannesLetter2_4";"Text";"";"As a military man I thought Olof would at the very least be practical.";"As a military man I thought Olof would at the very least be practical."
"Story/Vasagatan/Voiceline/HannesLetter2_5";"Text";"";"Yet they’re all treating it like a luxury cruise.";"Yet they’re all treating it like a luxury cruise."
"Story/Vasagatan/Voiceline/HannesLetter2_6";"Text";"";"I’m sorry, Ruben. I shouldn't have left.";"I’m sorry, Ruben. I shouldn't have left."
"Story/Vasagatan/Voiceline/HannesLetter3_1";"Text";"";"I saw a large rat last night… Unnervingly large. ";"I saw a large rat last night… Unnervingly large. "
"Story/Vasagatan/Voiceline/HannesLetter3_2";"Text";"";"I tried telling the crew we obviously have an infestation among the locked down supplies.";"I tried telling the crew we obviously have an infestation among the locked down supplies."
"Story/Vasagatan/Voiceline/HannesLetter3_3";"Text";"";"They laughed at me. I miss you, Ruben.";"They laughed at me. I miss you, Ruben."
"Story/Vasagatan/Voiceline/MagazineClipping1_1";"Text";"";"calling the cost of the project’s realization “borderline criminal” and its scope “outrageous, at least”";"calling the cost of the project’s realization “borderline criminal” and its scope “outrageous, at least”"
"Story/Vasagatan/Voiceline/MagazineClipping1_2";"Text";"";"Despite vocal opposition, the Floating Cities Project does not appear to be slowing down anytime soon. ";"Despite vocal opposition, the Floating Cities Project does not appear to be slowing down anytime soon. "
"Story/Vasagatan/Voiceline/MagazineClipping1_3";"Text";"";"According to former General Olof Wilkstrom’s latest statement on the issue:";"According to former General Olof Wilkstrom’s latest statement on the issue:"
"Story/Vasagatan/Voiceline/MagazineClipping1_4";"Text";"";"“We are fully aware of the strain this puts on our people. ";"“We are fully aware of the strain this puts on our people. "
