"Key";"Type";"Desc";"English";"Українська [uk]";"Svenska [sv]";"Français [fr]";"Italiano [it]";"Deutsch [de]";"Español [es]";"Polski [pl]";"Português-Brasil";"中文 [zh-CN]";"日本語 [ja]";"한국어 [ko]";"Pусский [ru]"
"Story/Vasagatan/Voiceline/HannesLetter3_2";"Text";;"I tried telling the crew we obviously have an infestation among the locked down supplies.";;"Jag försökte övertyga besättningen om att vi har råttor i det låsta förrådet.";"J'ai essayé de prévenir l'équipage que nos réserves sont visiblement infestées.";"Ho provato a dire all’equipaggio che abbiamo un evidente problema di infestazione tra le provviste,";"Ich habe letzte Nacht eine große Ratte gesehen … Erschreckend groß. Ich habe versucht, der Crew zu sagen, dass wir offensichtlich einen Befall unter den eingeschlossenen Vorräten haben.";"Intenté comentarle a la tripulación que tenemos una plaga donde guardamos los suministros,";"Powiedziałam załodze, że najwyraźniej dostały się do zamkniętych zapasów.";"Tentei dizer à tripulação que temos uma infestação na despensa.";"我告诉船员，被封锁的物资显然出现了鼠患。";"立ち入り禁止にしている物資に明らかに何かが侵入していると船員に伝えようとしたんだ。";"선원들한테 밀폐된 보급품 중에 뚫린 게 있을 거라고 말했어.";"Я пыталась предупредить команду, что в припасах завелись паразиты."
"Story/Vasagatan/Voiceline/HannesLetter3_3";"Text";;"They laughed at me. I miss you, Ruben.";;"De skrattade åt mig. Jag saknar dig, Ruben.";"Ils se sont moqués de moi. Tu me manques, Ruben.";"ma mi hanno riso in faccia. Mi manchi, Ruben.";"Sie lachten mich aus. Ich vermisse dich, Ruben.";"pero se rieron de mí. Te echo de menos, Ruben.";"Wyśmiali mnie. Ruben, tęsknię za tobą.";"Eles riram. Sinto sua falta, Ruben.";"他们却一笑了之。我很想你，鲁本。";"でも鼻で笑われてしまった。ああ、ルーベン、あなたが居てくれたら。";"근데 날 비웃더라. 루벤, 정말 보고 싶어.";"Но они меня засмеяли. Я скучаю по тебе, Рубен."
"Story/Vasagatan/Voiceline/MagazineClipping1_1";"Text";;"calling the cost of the project’s realization “borderline criminal” and its scope “outrageous, at least”";;"kallar projektets prislapp på gränsen till kriminell och säger att ambitionerna är helt orealistiska.";"Le coût de réalisation du projet a été qualifié de « presque criminel », et sa portée « pour le moins scandaleuse ».";"Il progetto il cui costo di realizzazione è stato bollato come “al limite del criminale” e il cui scopo è stato definito “quantomeno oltraggioso”.";"die Kosten für die Realisierung des Projekts „grenzwertig kriminell“ und dessen Umfang „mindestens unerhört“ nennen.";"declarando que el coste de realización del proyecto «era casi ilegal» y que su objetivo era «escandaloso, cuanto menos».";"Pomysł został określony jako „absurdalnie kosztowny” oraz „przekraczający granice dobrego smaku”.";"dizendo que o custo da conclusão do projeto era ""quase criminoso"" e o escopo, ""no mínimo, ultrajante"".";"……指责项目成本几乎是在“抢劫”，其规模更是“无法接受”。";"プロジェクト実現にかるコストは「もはや犯罪」であり、プロジェクトの及ぶ範囲は「控えめに言っても言語道断」とする声もあがっている。";"프로젝트의 비용은 ""명백한 범죄""이며, 그 규모는 ""충격 그 자체""라고 주장했다.";"…смета проекта была названа «чуть ли не преступной», а размах – «просто безумным»."
"Story/Vasagatan/Voiceline/MagazineClipping1_2";"Text";;"Despite vocal opposition, the Floating Cities Project does not appear to be slowing down anytime soon. ";;"Men trots det högljudda motståndet verkar projektet med de flytande städerna gå vidare enligt planerna. ";"Malgré l'opposition très vive, le Projet Villes Flottantes ne semble pas près de ralentir de sitôt. ";"Nonostante la forte opposizione, il progetto “Città galleggianti” non sembra prossimo a subire rallentamenti. ";"Trotz lautstarker Opposition scheint das Projekt „Schwimmende Städte“ in absehbarer Zeit nicht langsamer zu werden. ";"A pesar de la oposición de los miembros, el proyecto de las ciudades flotantes no parece que vaya a posponerse en ningún momento. ";"Pomimo głośnych sprzeciwów prace nad projektem pływających miast wydają się zupełnie nie zwalniać. ";"Apesar da forte oposição, o Projeto Cidades Flutuantes continuará a todo vapor por um bom tempo. ";"尽管项目受到了反对，“漂浮城市”计划在短期内并没有放慢脚步的迹象。 ";"反対の声があがっているにもかかわらず、今のところ浮遊都市プロジェクトの進行を遅らせる様子はないようだ。 ";"거센 반대에도 불구하고, 수상 도시 프로젝트는 속도를 줄일 기미가 전혀 보이지 않는다. ";"Несмотря на открытые протесты проект дрейфующих городов в ближайшее время не будет приостановлен. "
"Story/Vasagatan/Voiceline/MagazineClipping1_3";"Text";;"According to former General Olof Wilkstrom’s latest statement on the issue:";;"Den före detta generalen Olof Wilkström är fast besluten.";"Dans sa dernière intervention, l'ancien général Olof Wilkstrom a déclaré :";"Per citare l’ultima dichiarazione del Generale Olof Wilkstrom sulla questione:";"Laut der jüngsten Erklärung des ehemaligen Generals Olof Wilkstrom zu diesem Thema:";"Estas fueron las últimas declaraciones del defensor del pueblo, Olof Wilkstrom, sobre el asunto:";"Były generał Olof Wilkstrom tak skomentował sytuację:";"De acordo com a última declaração do ex-general Olof Wilkstrom:";"前将军奥诺夫·威克斯特罗姆对该问题发表了最新的见解：";"オロフ・ウィルクストーム元将軍はこの問題に関する最新の声明で次のように述べている。";"장군이었던 올로프 윌크스트롬은 최근 이 문제를 가지고 이렇게 말했다.";"Экс-генерал Улоф Вилкстром в своем последнем выступлении по проблеме заявил:"
"Story/Vasagatan/Voiceline/MagazineClipping1_4";"Text";;"“We are fully aware of the strain this puts on our people. ";;"– Vi är fullt medvetna om hur svårt det här är för vårt folk. ";"« Nous sommes pleinement conscients de la gravité de la situation et de la pression subie par la population en ces temps difficiles. ";"“Siamo pienamente consapevoli dello sforzo che comporta per le persone. ";"„Wir sind uns der Belastung voll und ganz bewusst, die dies für unser Volk bedeutet. ";"«Sabemos perfectamente cuál es la gravedad de la situación y la tensión que crea entre la gente en estos tiempos tan difíciles. ";"„Zdajemy sobie sprawę z wpływu trwających zdarzeń na społeczeństwo. ";"""Estamos cientes dos problemas que isso está causando às pessoas. ";"“我们理解该项目可能对民众造成的负担。 ";"「今回の件で人々に重い負担がかかっていることは十分に承知しております。 ";"""우리는 사람들이 느끼는 부담감을 인지하고 있습니다. ";"«Мы осознаем все трудности, с которыми сталкиваются люди. "
"Story/Vasagatan/Voiceline/MagazineClipping1_5";"Text";;"Nevertheless, our options are becoming increasingly limited. ";;"Nu befinner vi oss i en situation där de möjliga lösningarna blir allt färre. ";"Néanmoins, nos options sont de plus en plus limitées. ";"Ciononostante, le nostre opzioni sono sempre più limitate. ";"Dennoch werden unsere Möglichkeiten immer eingeschränkter. ";"Sin embargo, nuestras opciones son cada vez más limitadas. ";"Istnieje jednak coraz mniej potencjalnych rozwiązań. ";"Não obstante, nossas opções estão cada vez mais limitadas. ";"然而，我们的选择越来越少。 ";"しかしながら、我々がとれる選択肢は徐々に少なくなっています。 ";"하지만, 우리에게 남은 선택지가 얼마 없습니다. ";"Однако вариантов у нас немного. "
"Story/Vasagatan/Voiceline/MagazineClipping1_6";"Text";;"We must pull through this together or join Stockholm beneath the waves.”";;"Vi måste hjälpas åt nu, annars får vi göra Stockholm sällskap under vågorna.";"Si nous ne nous serrons pas les coudes, nous rejoindrons Stockholm la tête sous l'eau. »";"Ora dobbiamo remare tutti insieme o finiremo per unirci a Stoccolma negli abissi.”";"Wir müssen das gemeinsam durchstehen oder uns Stockholm unter den Wellen anschließen.“";"Ahora debemos unir fuerzas para salir adelante todos juntos, o acabaremos bajo las aguas como Estocolmo».";"Albo skupimy się na wspólnej pracy, albo pójdziemy na dno jak Sztokholm”.";"Temos que nos unir para vencer esta batalha, ou nos juntaremos a Estocolmo debaixo das ondas."".";"我们必须齐心协力度过这一关，否则就得和斯德哥尔摩一起葬身大海。”";"我々は力を合わせてこの局面を乗り切らなければなりません。さもなくば、海に沈んだストックホルムと同様、波に飲まれることになるでしょう」";"우리는 이 프로젝트를 밀어붙여야 합니다. 아니면 물 밑에 가라앉은 스톡홀름과 똑같은 꼴이 될 겁니다.""";"Или мы все вместе выстоим, или уйдем под воду вслед за Стокгольмом»."
"Story/Vasagatan/Voiceline/MagazineClipping1_7";"Text";;"Wilkstrom refused to comment on the rumors regarding the modification of his personal yacht. ";;"Wilkström ville inte lämna någon kommentar om de modifikationer han ryktas ha gjort på sin personliga yacht. ";"M. Wilkstrom n'a pas souhaité réagir aux rumeurs concernant des travaux réalisés sur son yacht personnel. ";"Olof Wilkstrom si è rifiutato di rilasciare un commento riguardo la modifica del suo yacht privato. ";"Wilkstrom weigerte sich, die Gerüchte über die Modifikation seiner persönlichen Yacht zu kommentieren. ";"El señor Wilkstrom se negó a responder a los rumores sobre la modificación de su yate personal ";"Zapytany o pogłoski dotyczące modyfikacji jego własnego jachtu, Wilkstrom odmówił komentarza. ";"Wilkstrom se recusou a comentar sobre os rumores a respeito de melhorias realizadas em seu iate particular. ";"当被问及改造私家游艇的传闻时，威克斯特罗姆拒绝发表评论。 ";"ウィルクストーム氏は、個人所有のヨットを改造するという噂についてのコメントを拒否した。 ";"윌크스트롬은 자신의 개인 요트를 개조했다는 소문에 대한 질문에는 답을 하지 않았다. ";"Вилкстром отказался комментировать слухи о модернизации его личной яхты. "
"Story/Vasagatan/Voiceline/MagazineClipping1_8";"Text";;"When further asked about the Floating City Project’s whistle blowers, Olof Wilkstrom chose to terminate the interview. ";;"Efter frågor om visselblåsarna från projektet att sjösätta flytande städer valde han att avbryta intervjun. ";"Suite à nos questions quant aux dires des lanceurs d'alerte du Projet Ville Flottante, Olof Wilkstrom a choisi de mettre fin à l'entretien. ";"Quando gli è stato chiesto di parlare degli informatori del progetto “Città galleggiante”, ha voluto interrompere l’intervista. ";"Als Olof Wilkstrom weiter nach den Informanten des “Schwimmende Städte“-Projekts gefragt wurde, entschied er sich, das Interview zu beenden. ";"y, cuando se le preguntó acerca de los informantes sobre el proyecto de las ciudades flotantes, el entrevistado decidió poner fin a la rueda de prensa. ";"Natomiast gdy dziennikarze poruszyli kwestię sygnalistów z projektu pływających miast, zdecydował się przerwać wywiad. ";"Após ser novamente indagado sobre o andamento do Projeto Cidade Flutuante, Olof Wilkstrom encerrou a entrevista. ";"在记者追问漂浮城市项目的告密者时，威克斯特罗姆决定终止采访。 ";"さらに、浮遊都市プロジェクトの内部告発者について尋ねられると、同氏はインタビューを打ち切った。 ";"수상 도시 프로젝트의 내부 고발자에 대한 질문이 들어오자, 올로프 윌크스트롬은 인터뷰를 종료하기로 했다. ";"После очередного вопроса о протестах против дрейфующих городов Улоф Вилкстром решил прервать интервью. "
"Story/Vasagatan/Voiceline/MagazineClipping1_9";"Text";;"Reaching out to these anonymous sources we were able to further corroborate -";;"Vi har varit i kontakt med de här anonyma källorna och via den vägen kunnat bekräfta…";"Grâce à diverses sources anonymes, nous pouvons désormais confirmer que...";"Siamo stati in grado di avere conferma solo quando abbiamo contattato tali fonti anonime.";"Als wir uns an diese anonymen Quellen wandten, konnten wir weiter bestätigen -";"Más tarde, pudimos contar con una fuente anónima para corroborar...";"Udało nam się jednak dotrzeć do tych anonimowych źródeł i potwierdzić, że…";"Mediante contatos posteriores com fontes anônimas, obtivemos a confirmação das informações.";"我们接触到了一些想保持匿名的人士，由此确认了一些事实……";"我々はこの匿名の情報提供者と接触し、さらなる確証を得た。";"우리는 익명의 제보자들을 통해 입증할 수 있게 되었다.";"Впоследствии мы связались с анонимным информатором, который подтвердил…"
